tablescraper-selected-row,tablescraper-selected-row href,grey,linkified,linkified href
"Jill and I send our warmest wishes to the South Asian and Southeast Asian communities who are celebrating Vaisakhi, Navratri, Songkran, and the incoming New Year this week. Happy Bengali, Cambodian, Lao, Myanmarese, Nepali, Sinhalese, Tamil, Thai, and Vishu New Year!",https://twitter.com/POTUS/status/1382120415456325634,"Apr 13, 2021",,
"This can be the moment that America wins the future — but it’s going to take all of us to make it happen.

Let’s do big things, together.",https://twitter.com/POTUS/status/1382097883948851206,"Apr 13, 2021",https://t.co/gpLrVyli79,http://t.co/gpLrVyli79
"“When the will defies fear, when duty throws the gauntlet down to fate, when honor scorns to compromise with death — that is heroism.” — R.G. Ingersoll 

Capitol Police Officer William Evans was a hero.",https://twitter.com/POTUS/status/1382074869047820290,"Apr 13, 2021",https://t.co/Xtius0vq0z,http://t.co/Xtius0vq0z
"Race should never determine health outcomes — and pregnancy and childbirth should be safe for all. But for too many Black women, safety and equity have been denied. This Black Maternal Health Week, our Administration is taking action to change that.",https://twitter.com/POTUS/status/1382060825289048067,"Apr 13, 2021",https://t.co/9s33KmLSdv,http://t.co/9s33KmLSdv
"We can’t let the divisions of the moment stop us from doing right by our future. That’s why this afternoon, I brought together a bipartisan group of lawmakers to discuss how we can build America’s infrastructure back better with the American Jobs Plan.",https://twitter.com/POTUS/status/1381775395905802244,"Apr 13, 2021",https://t.co/OT3gSXQcU2,http://t.co/OT3gSXQcU2
"As the crescent moon ushers in the month, Jill and I send our warmest greetings and best wishes to Muslim communities in the United States and around the world. Ramadan Kareem.",https://twitter.com/POTUS/status/1381765708653207557,"Apr 13, 2021",,
"Today I’m thinking about Daunte Wright and his family — and the pain, anger, and trauma that Black America experiences every day. While we await a full investigation, we know what we need to do to move forward: rebuild trust and ensure accountability so no one is above the law.",https://twitter.com/POTUS/status/1381744189680062465,"Apr 12, 2021",,
"When I served as Vice President, I asked to be the last person with the President before big decisions were made — and @VP is providing the same counsel to me. She’s the last voice in the room and never fails to speak the truth as we work to build our nation back better.",https://twitter.com/POTUS/status/1381636731426979847,"Apr 12, 2021",https://t.co/I4EXm204l3,http://t.co/I4EXm204l3
It’s time we invest in the future of America once again.,https://twitter.com/POTUS/status/1381326182155714564,"Apr 11, 2021",,
Our progress on vaccinations is proof that there’s nothing America can’t achieve when we do it together.,https://twitter.com/POTUS/status/1381275665710911488,"Apr 11, 2021",https://t.co/51fKUzciVJ,http://t.co/51fKUzciVJ
Gun violence in this country is an epidemic — and it’s long past time Congress take action.,https://twitter.com/POTUS/status/1381026709248602115,"Apr 10, 2021",,
This isn’t complicated.,https://twitter.com/POTUS/status/1380962571361128453,"Apr 10, 2021",https://t.co/4Fei10Vjih,http://t.co/4Fei10Vjih
"The American Jobs Plan is a once-in-a-generation opportunity to invest in the future of America. For this episode of our weekly conversation, I invited members of my Jobs Cabinet to break down their favorite parts.",https://twitter.com/POTUS/status/1380889206499721217,"Apr 10, 2021",https://t.co/Kyn0lEmVW1,http://t.co/Kyn0lEmVW1
"A new study put out just last week found that at least 55 of our largest corporations used various loopholes to pay $0 in federal income taxes in 2020.

It’s not fair to the rest of the American taxpayers — and we’re going to put an end to it.",https://twitter.com/POTUS/status/1380666838292566017,"Apr 09, 2021",,
High-speed internet is essential infrastructure in the 21st century.,https://twitter.com/POTUS/status/1380641708782850048,"Apr 09, 2021",https://t.co/1vAeHdAUQ2,http://t.co/1vAeHdAUQ2
I’m excited to share my official portrait — and honored to serve as your president every day.,https://twitter.com/POTUS/status/1380611589171216389,"Apr 09, 2021",https://t.co/JIe5mDJK5a,http://t.co/JIe5mDJK5a
"Universal background checks are supported by the vast majority of Americans — and the majority of gun owners.

So let’s be clear, this is not a partisan issue. It’s an American issue.",https://twitter.com/POTUS/status/1380571945574535173,"Apr 09, 2021",,
"Prince Philip’s legacy will live on not only through his family, but in all the charitable endeavors he shaped. Jill and I are keeping the Queen and Prince Philip’s children, grandchildren, great-grandchildren, and the people of the United Kingdom in our hearts during this time.",https://twitter.com/POTUS/status/1380544282029883394,"Apr 09, 2021",,
"I know that the conversation about guns in this country can be a difficult one. But even here, there’s much more common ground than some would have us believe.",https://twitter.com/POTUS/status/1380319248506044416,"Apr 09, 2021",https://t.co/ZtN0Zr0rBf,http://t.co/ZtN0Zr0rBf
"We need to ban assault weapons and high-capacity magazines in this country. 

There’s no reason somebody needs a weapon of war with 100 rounds in a magazine. None.",https://twitter.com/POTUS/status/1380301939783708672,"Apr 08, 2021",,
We need more than “thoughts and prayers” from Congress. It’s time to act.,https://twitter.com/POTUS/status/1380291160296587265,"Apr 08, 2021",https://t.co/BT4VQlyYsD,http://t.co/BT4VQlyYsD
"On this Holocaust Remembrance Day, we remember the precious lives we lost and honor those who survived to bear witness. We must all give anti-Semitism and hate no safe harbor and ensure the atrocities of the Holocaust never occur again.",https://twitter.com/POTUS/status/1380258362416365577,"Apr 08, 2021",,
"The Senate should immediately pass the three House-passed bills to close loopholes in the gun background check system.

That is one of the best tools we have right now to prevent gun violence and save lives.",https://twitter.com/POTUS/status/1380244052239605764,"Apr 08, 2021",,
"My Administration is taking initial steps to reduce gun violence, including:

- Stopping the proliferation of ghost guns
- Regulating pistols modified with a stabilizing brace
- Helping states adopt red flag laws
- Supporting community violence interventions",https://twitter.com/POTUS/status/1380237838579564546,"Apr 08, 2021",,
"Today, I’m joining Vice President Harris and Attorney General Garland to announce new actions to reduce gun violence. Tune in.",https://twitter.com/POTUS/status/1380187546148339717,"Apr 08, 2021",https://t.co/p6dgJRYKwe,http://t.co/p6dgJRYKwe
"Whatever partisan divisions there are around other issues — there don’t have to be on infrastructure.

We’re one nation — united and connected.",https://twitter.com/POTUS/status/1380177945839419394,"Apr 08, 2021",https://t.co/oSdugebDuc,http://t.co/oSdugebDuc
It’s time we focus on our nation’s caregiving infrastructure — the kind of infrastructure that helps people build a better life and carve out their place in the middle class.,https://twitter.com/POTUS/status/1379954737366327305,"Apr 08, 2021",https://t.co/B91j2Pj4kQ,http://t.co/B91j2Pj4kQ
We need to start seeing infrastructure through the eyes of working people.,https://twitter.com/POTUS/status/1379943395305664516,"Apr 07, 2021",https://t.co/ohYa2PBsOr,http://t.co/ohYa2PBsOr
Two hundred years ago trains weren’t “traditional” infrastructure either — until America made the choice to lay the tracks.,https://twitter.com/POTUS/status/1379932003638861827,"Apr 07, 2021",,
The idea of infrastructure has always evolved to meet the aspirations of the American people — and it’s evolving again today.,https://twitter.com/POTUS/status/1379921373028564996,"Apr 07, 2021",https://t.co/AgJAdN4HML,http://t.co/AgJAdN4HML
"We are America. 

We don’t just fix for today. 

We build for tomorrow.",https://twitter.com/POTUS/status/1379912737103486979,"Apr 07, 2021",,
"Above all, infrastructure is about meeting the needs of the nation and putting Americans to work to get the job done.",https://twitter.com/POTUS/status/1379892894786523139,"Apr 07, 2021",,
"This afternoon, I’m delivering remarks on the historic infrastructure investments in the American Jobs Plan. Tune in.",https://twitter.com/POTUS/status/1379857925875888128,"Apr 07, 2021",https://t.co/oxOiRtLI8C,http://t.co/oxOiRtLI8C
"This afternoon, I stopped by a vaccination clinic at the Virginia Theological Seminary. It’s an example of the kind of partnerships we’re seeing around the country — people coming together across different faiths to serve those most in need. It’s America at its best.",https://twitter.com/POTUS/status/1379601287927447552,"Apr 07, 2021",https://t.co/iiT8r1OVnp,http://t.co/iiT8r1OVnp
"According to the latest CDC data, almost 80 percent of pre-K through 12 teachers, school staff, and childcare workers received at least one shot by the end of March. That is great progress in protecting our educators – our essential workers.",https://twitter.com/POTUS/status/1379581687131168772,"Apr 06, 2021",,
"Despite the progress we’re making as a nation, I want every American to know in no uncertain terms that the fight against COVID-19 isn’t over.",https://twitter.com/POTUS/status/1379569480444080129,"Apr 06, 2021",https://t.co/gZTkXC7czX,http://t.co/gZTkXC7czX
"By April 19, every adult will be eligible to be vaccinated.",https://twitter.com/POTUS/status/1379532894859882498,"Apr 06, 2021",,
"I’m proud to share that yesterday, we crossed 150 million shots in just 75 days of my Administration — on our way to hitting our goal of 200 million shots by my 100th day in office.",https://twitter.com/POTUS/status/1379528431671648257,"Apr 06, 2021",,
My Administration is working to get America vaccinated as quickly as possible. Tune in as I provide an update on our progress and the timeline moving forward.,https://twitter.com/POTUS/status/1379527093952909318,"Apr 06, 2021",https://t.co/bHCeCGPLHr,http://t.co/bHCeCGPLHr
It’s time to rebuild America.,https://twitter.com/POTUS/status/1379482785438703618,"Apr 06, 2021",,
"Now is not the time to let up in our fight against COVID-19. We have to hold the line while everyone gets vaccinated. Keep wearing a mask, stay socially distanced, and wash your hands.

Let’s fight this to the end.",https://twitter.com/POTUS/status/1379442293774684160,"Apr 06, 2021",,
"Congrats to the Baylor Bears on their National Championship — and to the Gonzaga Bulldogs on a great season. After an unimaginable year, every team in the tournament proved what’s possible with hard work and determination. You made your schools, communities, and country proud.",https://twitter.com/POTUS/status/1379277683885015042,"Apr 06, 2021",,
Broadband is infrastructure.,https://twitter.com/POTUS/status/1379194637320126471,"Apr 05, 2021",,
"Our Easter celebrations looked different this year, like they did for so many others across the country. But we look forward to next year when the White House will ring with the joy of the season — and God willing, there’ll be an Easter Egg Roll once again.",https://twitter.com/POTUS/status/1379175265562136582,"Apr 05, 2021",https://t.co/WscouTQZwk,http://t.co/WscouTQZwk
"Here’s the deal: Wall Street didn’t build this country — the great American middle class did. It’s time we rebuild the middle class and bring everyone along regardless of race, gender, religion, ethnicity, sexual orientation, or disability.",https://twitter.com/POTUS/status/1379148484415217666,"Apr 05, 2021",,
"Although this year looks different, the rich history of Easter at the White House carries on. Tune in as I deliver remarks.",https://twitter.com/POTUS/status/1379118640193228805,"Apr 05, 2021",https://t.co/bLvYAow5yJ,http://t.co/bLvYAow5yJ
"Congratulations to @StanfordWBB on their NCAA Women's Basketball Championship win, and to @ArizonaWBB on a hard-fought season. 

This year, every college team went through a uniquely challenging season but Coach VanDerveer's team shows how grit and tenacity can prevail.",https://twitter.com/POTUS/status/1378890020241694720,"Apr 05, 2021",,
"From our family to yours, we wish you health, hope, joy, and peace. Happy Easter, everyone!",https://twitter.com/POTUS/status/1378716622878298113,"Apr 04, 2021",https://t.co/3NHPrbFCVt,http://t.co/3NHPrbFCVt
"My Administration is working to get America vaccinated as quickly as possible. And this week, we took additional steps to make vaccines more accessible. By April 19, 90% of Americans will live within 5 miles of a place to get a shot.",https://twitter.com/POTUS/status/1378501570086760450,"Apr 04, 2021",,
"The American Jobs Plan will put hundreds of thousands of people to work building a modern, resilient, and fully clean grid.",https://twitter.com/POTUS/status/1378458328725086214,"Apr 03, 2021",https://t.co/QzIuRNfsZP,http://t.co/QzIuRNfsZP
"I can’t believe I have to say this, but giant corporations shouldn’t pay less in taxes than a teacher or a firefighter. 

We’re going to change that – and ensure corporations finally pay their fair share with the Made in America Tax Plan.",https://twitter.com/POTUS/status/1378434305962221569,"Apr 03, 2021",,
"The American Jobs Plan will:
- Modernize 20,000 miles of highways and roads
- Repair 10,000 bridges in need of upgrade
- Build new rail corridors and transit lines
- Reduce bottlenecks at our ports and airports
- Tackle the climate crisis",https://twitter.com/POTUS/status/1378406335742672898,"Apr 03, 2021",,
"This week, I announced the American Jobs Plan, which will invest in our infrastructure and strengthen America’s competitiveness for decades to come. My team and I answered your questions about the plan. Tune in.",https://twitter.com/POTUS/status/1378346805407141892,"Apr 03, 2021",https://t.co/1psECeHfSs,http://t.co/1psECeHfSs
"If we act now, people are going to look back and say, “This was the moment that America won the future.”",https://twitter.com/POTUS/status/1378128727519997953,"Apr 02, 2021",https://t.co/zxR5BQ0lYz,http://t.co/zxR5BQ0lYz
The American Jobs Plan is a once-in-a-generation investment in the future of America.,https://twitter.com/POTUS/status/1378109389073170435,"Apr 02, 2021",https://t.co/HioujkkMv9,http://t.co/HioujkkMv9
A Cabinet that looks like America.,https://twitter.com/POTUS/status/1377792787211505666,"Apr 02, 2021",https://t.co/XZNOSTE2GJ,http://t.co/XZNOSTE2GJ
"The American Jobs Plan will make sure every single American has access to high quality, affordable, high-speed internet.",https://twitter.com/POTUS/status/1377765217841655816,"Apr 01, 2021",,
The American Jobs Plan will ensure every American can turn on the faucet or fountain and drink clean water.,https://twitter.com/POTUS/status/1377727792960393218,"Apr 01, 2021",https://t.co/V1WT3TkISS,http://t.co/V1WT3TkISS
"I am convinced that if we act now with the American Jobs Plan, in fifty years people will look back and say this was the moment America won the future.",https://twitter.com/POTUS/status/1377699408909860866,"Apr 01, 2021",,
"Two years ago, I began my campaign in Pittsburgh, saying I was running to rebuild the backbone of America.

Today, I returned as president to lay out a vision for how we do that.

We’re going to rebuild the middle class — and this time, we’re going to bring everyone along.",https://twitter.com/POTUS/status/1377428415716950023,"Apr 01, 2021",https://t.co/hSNbI08mDF,http://t.co/hSNbI08mDF
Let me be clear: We’re going to ensure corporations finally pay their fair share.,https://twitter.com/POTUS/status/1377402906157084681,"Mar 31, 2021",https://t.co/k5Kz1NaLdi,http://t.co/k5Kz1NaLdi
"The American Jobs Plan will create millions of good paying jobs, grow our economy, make us more competitive, promote our national security interests, and put us in a position to win the global competition with China.",https://twitter.com/POTUS/status/1377389132775743488,"Mar 31, 2021",https://t.co/yaVX6MDB3M,http://t.co/yaVX6MDB3M
"Historically, infrastructure has been bipartisan. 

There is no reason it can’t be bipartisan again.

The divisions of the moment shouldn’t stop us from doing right by the future.",https://twitter.com/POTUS/status/1377367570831921152,"Mar 31, 2021",,
"In 2019, an independent analysis found that there were 91 Fortune 500 companies that used various loopholes to pay $0 in federal income taxes on U.S. income. 

That’s just wrong — and we will put an end to it with the Made in America Tax Plan.",https://twitter.com/POTUS/status/1377366973290590211,"Mar 31, 2021",,
"The American Jobs Plan is a once-in-a-generation investment in America unlike anything we have seen or done since we built the Interstate Highway System and won the Space Race decades ago.

It’s big. It’s bold. And we can get it done.",https://twitter.com/POTUS/status/1377362312865017856,"Mar 31, 2021",,
"Here’s the truth: We all do better when we all do well.

It’s time to build our economy from the bottom up and the middle out — not the top down.",https://twitter.com/POTUS/status/1377361852385042432,"Mar 31, 2021",,
"This afternoon, I’m in Pittsburgh to discuss the American Jobs Plan. Tune in.",https://twitter.com/POTUS/status/1377358899746115599,"Mar 31, 2021",https://t.co/LK83Jslm9L,http://t.co/LK83Jslm9L
"In the 21st century, in the wealthiest nation in the world, everyone should have access to high speed internet — no matter where they live. We can make that possible.",https://twitter.com/POTUS/status/1377338684706488322,"Mar 31, 2021",https://t.co/Txaw0n7axh,http://t.co/Txaw0n7axh
"I’m on my way to Pennsylvania to discuss my economic vision for the future and how we’re going to build back better for the American people. See you soon, Pittsburgh!",https://twitter.com/POTUS/status/1377331110099570688,"Mar 31, 2021",,
"Infrastructure isn’t just about roads and bridges — it’s about our global competitiveness. And as we continue to fall back, the rest of the world is closing in. We can’t allow this to continue. We have to invest in America again.",https://twitter.com/POTUS/status/1377322916451381252,"Mar 31, 2021",https://t.co/wEOcJ3JObf,http://t.co/wEOcJ3JObf
"Over the last few months, we’ve seen the rising cost of our aging power grid firsthand. We can modernize it, make it greener, and create millions of jobs — all at the same time. Let’s do this.",https://twitter.com/POTUS/status/1377311230717726727,"Mar 31, 2021",https://t.co/zpgatQ63vb,http://t.co/zpgatQ63vb
"Far too many Americans lack access to affordable public transit — and those who do have access are often met with delays and disruptions. We have the power to change that, modernize public transit, and expand access for people across the country.",https://twitter.com/POTUS/status/1377296082506547202,"Mar 31, 2021",https://t.co/qVfxAm1QTd,http://t.co/qVfxAm1QTd
"Transgender rights are human rights — and I’m calling on every American to join me in uplifting the worth and dignity of transgender Americans. Together, we can stamp out discrimination and deliver on our nation’s promise of freedom and equality for all. #TransDayofVisibility",https://twitter.com/POTUS/status/1377255646651908102,"Mar 31, 2021",,
"Every single American has a right to clean drinking water. It’s just plain wrong that in the United States of America today, millions of children still receive their water through lead service pipes. It’s long past time we fix that.",https://twitter.com/POTUS/status/1377239825984671744,"Mar 31, 2021",https://t.co/l6UpUOkErr,http://t.co/l6UpUOkErr
"The Paycheck Protection Program has served as a crucial lifeline for small businesses during this pandemic. Today, I signed the bipartisan PPP Extension Act of 2021 to extend the application deadline and ensure more small businesses can get the support they need.",https://twitter.com/POTUS/status/1377059201613238272,"Mar 31, 2021",https://t.co/A3KRgmjVmu,http://t.co/A3KRgmjVmu
Nominating judges who reflect America is a top priority. That’s why today I announced 11 nominees — the earliest any administration has announced this many judges in modern history. They represent the best of the legal profession and the diversity that makes our nation strong.,https://twitter.com/POTUS/status/1376990021517983755,"Mar 30, 2021",https://t.co/Zr7ywGpRLe,http://t.co/Zr7ywGpRLe
There is nothing America can’t do if we put our minds to it.,https://twitter.com/POTUS/status/1376966204615749645,"Mar 30, 2021",https://t.co/7ngUvEF3RW,http://t.co/7ngUvEF3RW
"We can’t be silent in the face of rising violence against Asian Americans. That’s why today I’m taking additional steps to respond–including establishing an initiative at the Department of Justice to address anti-Asian crimes.

These attacks are wrong, un-American, and must stop.",https://twitter.com/POTUS/status/1376931500852187143,"Mar 30, 2021",,
We have a sacred obligation to care for our nation’s veterans and their families. The American Rescue Plan will help deliver on that obligation by ensuring access to VA health care and providing immediate economic relief.,https://twitter.com/POTUS/status/1376700955295686667,"Mar 30, 2021",,
"In the next three weeks, we will more than double the number of pharmacies where you can get vaccinated and increase the number of federally-run mass vaccination sites. 

We’re going to make sure that 90% of Americans live within 5 miles of a vaccination site by April 19.",https://twitter.com/POTUS/status/1376693154867515402,"Mar 30, 2021",,
"This Vietnam War Veterans Day, and every day, we remember the brave members of our armed forces who sacrificed so much in service of our nation. We owe them and their families more than we could ever repay.",https://twitter.com/POTUS/status/1376687510894620672,"Mar 30, 2021",https://t.co/77TEfX6OF8,http://t.co/77TEfX6OF8
"We’ve made enormous progress when it comes to COVID-19, but new variants are spreading quickly. Now is not the time to let up — we have to hold the line while we get the country vaccinated.

Wash your hands.
Stay socially distanced.
Wear a mask.
Get vaccinated when you can.",https://twitter.com/POTUS/status/1376663734681268228,"Mar 29, 2021",,
"Over the last three days, we have had a record number of shots in arms with nearly 10 million shots recorded.

That would have been inconceivable in January.",https://twitter.com/POTUS/status/1376637789119336454,"Mar 29, 2021",,
"I’m proud to announce that three weeks from today, 90% of adults will be eligible to get vaccinated — and 90% of Americans will live within 5 miles of a place to get a shot.",https://twitter.com/POTUS/status/1376610861603774466,"Mar 29, 2021",,
Vice President Harris and I just wrapped up a COVID-19 briefing. Tune in as I give an update on our response to the virus and the state of vaccinations.,https://twitter.com/POTUS/status/1376602772116807680,"Mar 29, 2021",https://t.co/eAex72VFDH,http://t.co/eAex72VFDH
That’s a big deal.,https://twitter.com/POTUS/status/1376304348205047808,"Mar 28, 2021",https://t.co/4mmFW8f3ps,http://t.co/4mmFW8f3ps
I urge Congress to pass the For the People Act and the John Lewis Voting Rights Advancement Act. We need to make it easier for all eligible Americans to access the ballot box and prevent attacks on the sacred right to vote.,https://twitter.com/POTUS/status/1376240170052227075,"Mar 28, 2021",,
"Two weeks ago, I directed all states, tribes, and territories to make all adult Americans eligible for the vaccine no later than May 1 — and we’re already making progress.",https://twitter.com/POTUS/status/1376196131777089546,"Mar 28, 2021",https://t.co/w6Ly5AVkks,http://t.co/w6Ly5AVkks
"If you have the best ideas, you have nothing to hide. Let the people vote.",https://twitter.com/POTUS/status/1375923985834246154,"Mar 27, 2021",https://t.co/KpisgmD2xX,http://t.co/KpisgmD2xX
"Equal pay for equal work is common sense — and long overdue. This week, the First Lady and I sat down with Megan Rapinoe and Margaret Purce to discuss our progress in the fight for equal pay and the work that lies ahead.",https://twitter.com/POTUS/status/1375809947754233857,"Mar 27, 2021",https://t.co/ESQgwxD6gm,http://t.co/ESQgwxD6gm
"On this National Day of Action and Healing, my Administration stands united with the Asian American community in the face of rising violence. Hate can have no safe harbor in America. It must stop — and it’s on all of us together to make it stop.",https://twitter.com/POTUS/status/1375594667476127745,"Mar 26, 2021",,
"The Georgia voting law — like so many others being pursued by Republicans in statehouses across the country — is a blatant attack on the right to vote, the Constitution, and good conscience.

It’s Jim Crow in the 21st Century — and it must end.",https://twitter.com/POTUS/status/1375562706401566726,"Mar 26, 2021",,
"As we recall the Passover story of overcoming adversity, finding hope, and becoming free, we find a renewed salience. This weekend, as Seders close with the familiar refrain, “Next year in Jerusalem,” we offer an additional prayer: Next year in person. Next year, together.",https://twitter.com/POTUS/status/1375548396161937418,"Mar 26, 2021",https://t.co/TBU2dXMPCQ,http://t.co/TBU2dXMPCQ
"A strong European Union is in America’s interest. That's why yesterday, I met with @CharlesMichel and the @EUCouncil to revitalize U.S.-EU relations, as we partner up to combat COVID, tackle the climate crisis, and ensure democracies rather than autocracies set rules of the road.",https://twitter.com/POTUS/status/1375542122217095171,"Mar 26, 2021",https://t.co/a9QlGRh4DP,http://t.co/a9QlGRh4DP
"I ran for president for three reasons: to restore the soul of the nation, rebuild the middle class, and unite the country.",https://twitter.com/POTUS/status/1375481512603308033,"Mar 26, 2021",https://t.co/LibS0bX1R6,http://t.co/LibS0bX1R6
"I set a goal to have the majority of K-8 schools reopened within my first 100 days. And I’m happy to report, we’re on track to meet and exceed that goal.",https://twitter.com/POTUS/status/1375447854366482437,"Mar 26, 2021",https://t.co/v8mDsGAkoA,http://t.co/v8mDsGAkoA
"Today, I congratulated @PrimeministerGR on the bicentennial of Greek independence. From defense and energy to trade and investment, our close relationship is stronger today than ever.",https://twitter.com/POTUS/status/1375287567218708488,"Mar 26, 2021",,
"Since we passed the American Rescue Plan, we’re starting to see new signs of hope in our economy.",https://twitter.com/POTUS/status/1375251732201054209,"Mar 26, 2021",https://t.co/EZys2d0aG7,http://t.co/EZys2d0aG7
"The Republican efforts to block Americans from voting are sick, pernicious, and despicable.",https://twitter.com/POTUS/status/1375228591630381057,"Mar 25, 2021",https://t.co/bWTnxfYimt,http://t.co/bWTnxfYimt
"Communities across the country are struggling because of COVID-19 — but help is here. The American Rescue Plan provides funding to ramp up vaccinations, safely reopen schools, lift up small businesses, and move forward.",https://twitter.com/POTUS/status/1375217896599732225,"Mar 25, 2021",,
RT @WhiteHouse: Communities across the country are struggling in the wake of COVID-19. Here’s a breakdown of how the American Rescue Plan w…,https://twitter.com/POTUS/status/1375216590308962304,"Mar 25, 2021",,
"On this National Medal of Honor Day, we recognize the brave service members whose heroism and courage earned them our nation’s highest military decoration. We must never forget their acts of valor and the sacrifices they made in defense of our country.",https://twitter.com/POTUS/status/1375203730396696577,"Mar 25, 2021",,
"As of yesterday, more than 100 million $1,400 payments have gone into people’s bank accounts — real money in people’s pockets. Help is here.",https://twitter.com/POTUS/status/1375195174150807557,"Mar 25, 2021",https://t.co/jdJ2iOiirv,http://t.co/jdJ2iOiirv
"Today, I’m setting a new goal: 200 million shots in arms by my 100th day in office.",https://twitter.com/POTUS/status/1375156812052316164,"Mar 25, 2021",https://t.co/1zCPzq5gG0,http://t.co/1zCPzq5gG0
"Before I took office, I set a big goal of 100 million shots in my first 100 days.
 
We hit the goal on day 58.
 
Now, I’m setting a new one: 200 million shots in my first 100 days.
 
Let’s do this.",https://twitter.com/POTUS/status/1375143694777597958,"Mar 25, 2021",,
"I’ve been hired to solve problems, not create divisions.",https://twitter.com/POTUS/status/1375142384401530883,"Mar 25, 2021",,
"This afternoon, I’m holding my first formal press conference as president. Tune in.",https://twitter.com/POTUS/status/1375137304566657026,"Mar 25, 2021",https://t.co/dvl1RAtOjr,http://t.co/dvl1RAtOjr
"Equal Pay Day is a big deal around here. Right, @mPinoe and @100purcent?",https://twitter.com/POTUS/status/1374914278336167941,"Mar 25, 2021",https://t.co/wYdJkp9QYa,http://t.co/wYdJkp9QYa
"Equal pay for equal work is common sense — and it’s long overdue. As president, I’m committed to closing the gap once and for all.",https://twitter.com/POTUS/status/1374897577548775428,"Mar 25, 2021",https://t.co/nJkEWCyCoo,http://t.co/nJkEWCyCoo
"It doesn’t matter if you’re an electrician, an accountant, or part of the best soccer team in the world — the pay gap is real. But with Megan, Margaret, and countless others leading the fight for equal pay, I’m confident we’ll finally close it.",https://twitter.com/POTUS/status/1374880343065509890,"Mar 25, 2021",https://t.co/lJOTc0HeVB,http://t.co/lJOTc0HeVB
"The pandemic and economic crisis have greatly impacted women and families — but with the American Rescue Plan, help is here. The law increases the Child Tax Credit, cuts child poverty in half, expands child care assistance, and provides funding to open K-8 schools.",https://twitter.com/POTUS/status/1374874167926009859,"Mar 25, 2021",,
"66% of the tax breaks in the American Rescue Plan go to folks making $90,000 or less.

The top one percent get zero.",https://twitter.com/POTUS/status/1374857492149178368,"Mar 24, 2021",https://t.co/vPMlFSCDmS,http://t.co/vPMlFSCDmS
"We’ve got to rebuild the middle class and ensure every worker is treated with dignity and respect. As the new Secretary of Labor, @SecMartyWalsh will play a crucial role in that effort. I know he’ll fight every single day for the hardworking Americans who make our country run.",https://twitter.com/POTUS/status/1374839011571867649,"Mar 24, 2021",https://t.co/0uK8KhKvsf,http://t.co/0uK8KhKvsf
"To mark Equal Pay Day, @FLOTUS and I are hosting an event with Megan Rapinoe, Margaret Purce, and members of the U.S. Soccer Women’s National Team. Tune in.",https://twitter.com/POTUS/status/1374827497221615617,"Mar 24, 2021",https://t.co/fZBqoOLBv5,http://t.co/fZBqoOLBv5
"Ambassador Bill Burns has dealt with many of the most complex global challenges we face — and approached them with honesty, integrity, and skill. I know that’s exactly how he’ll lead the CIA every single day.",https://twitter.com/POTUS/status/1374803594613043201,"Mar 24, 2021",https://t.co/iFryKAcuk6,http://t.co/iFryKAcuk6
"This morning, I signed the SAVE LIVES Act into law — expanding the VA’s authority and allowing them to provide COVID-19 vaccinations to all veterans, their spouses, and caregivers.",https://twitter.com/POTUS/status/1374780774772310019,"Mar 24, 2021",https://t.co/oAO3GCsnEX,http://t.co/oAO3GCsnEX
".@SecBecerra and I share the belief that health care is a right for all — not a privilege for the few. I look forward to working with him to ensure every single American has access to the quality, affordable care they deserve.",https://twitter.com/POTUS/status/1374724835260178433,"Mar 24, 2021",https://t.co/zOU9kbOBt5,http://t.co/zOU9kbOBt5
"This afternoon in Columbus, I met with Ohio Governor Mike DeWine to discuss our coordinated response to COVID-19. The virus doesn’t just impact red or blue states — it impacts us all — and I’m committed to working across the aisle to defeat it.",https://twitter.com/POTUS/status/1374568909215518722,"Mar 24, 2021",https://t.co/ghcDxs6FW3,http://t.co/ghcDxs6FW3
"Before the Affordable Care Act, the radiation oncology department at the James Cancer Center treated 60-70 patients a day. Now, they’re able to treat close to 300. The hospital is a source of hope for the community and an example of what America can achieve if we work together.",https://twitter.com/POTUS/status/1374562480932937729,"Mar 24, 2021",https://t.co/SlzUyCDRjo,http://t.co/SlzUyCDRjo
"When we opened a special enrollment period for health insurance in February, over 200,000 Americans gained coverage in the first two weeks. Today, we’re extending the enrollment period to August 15.
 
Head to  to find a plan that works best for you.",https://twitter.com/POTUS/status/1374536387320483842,"Mar 24, 2021",https://t.co/gRX1fGFEzj,http://t.co/gRX1fGFEzj
"When it comes to trade, we need to pursue policies that put American businesses, workers, and communities first. There’s no one better qualified to carry out that mission than @AmbassadorTai.",https://twitter.com/POTUS/status/1374523608853143553,"Mar 24, 2021",https://t.co/F53pYgOzSa,http://t.co/F53pYgOzSa
"I believe every American deserves access to quality, affordable health care. The American Rescue Plan is working to make that a reality by increasing subsidies, lowering costs, and expanding coverage for people across the country. Help is here.",https://twitter.com/POTUS/status/1374512536901414916,"Mar 24, 2021",,
"Small businesses are the backbone of communities across the country, but far too many are struggling to keep their doors open. I know @SBAIsabel will work every day to support our small businesses and help them emerge stronger from this pandemic.",https://twitter.com/POTUS/status/1374506865149677576,"Mar 23, 2021",https://t.co/h70O31LV7K,http://t.co/h70O31LV7K
