tweet,linkified,linkified href,tablescraper-selected-row href,grey
The residents of Weatherfield have entertained us for six fantastic decades with gripping storylines & characters loved by many. Coronation Street is not only a great British institution but a place where many across our country feel at home. Happy 60th Birthday @itvcorrie,,,https://twitter.com/BorisJohnson/status/1336684604460294145,"Dec 09, 2020"
"It’s been a year since this #PeoplesGovernment was elected, and we are delivering on our promises. #PMQs",https://t.co/JNbRepOJpx,http://t.co/JNbRepOJpx,https://twitter.com/BorisJohnson/status/1336658293721358340,"Dec 09, 2020"
"It’s incredible to see the first clinically approved vaccine being given to people today, something that is happening across the whole of the United Kingdom.",https://t.co/9XtvOtl7Bh,http://t.co/9XtvOtl7Bh,https://twitter.com/BorisJohnson/status/1336308332542517248,"Dec 08, 2020"
"Today the first vaccinations in the UK against COVID-19 begin. Thank you to our NHS, to all of the scientists who worked so hard to develop this vaccine, to all the volunteers - and to everyone who has been following the rules to protect others. We will beat this together.",https://t.co/poOYG1vHQe,http://t.co/poOYG1vHQe,https://twitter.com/BorisJohnson/status/1336214394229940224,"Dec 08, 2020"
"This evening I spoke with @EU_Commission President @vonderleyen.

We have asked our Chief Negotiators and their teams to prepare an overview of the remaining differences to be discussed in a physical meeting in Brussels in the coming days.

Full statement:",https://t.co/NcB2Aq9j2Q,http://t.co/NcB2Aq9j2Q,https://twitter.com/BorisJohnson/status/1336023542916329484,"Dec 07, 2020"
"It was fantastic to visit some local shops in Uxbridge today, alongside our candidate for Mayor of London @ShaunBaileyUK.

Small businesses have heroically adapted to keep customers safe, and we will continue to do all we can to support them.",https://t.co/iskVCpMKfg,http://t.co/iskVCpMKfg,https://twitter.com/BorisJohnson/status/1335971673066057737,"Dec 07, 2020"
"It’s been a hard year for all of us, but especially for small businesses who have adapted to the rules to help us drive down the virus.

On #SmallBusinessSaturday ensure you get out and show your support for the millions of brilliant small businesses across the UK. #SmallBizSatUK",,,https://twitter.com/BorisJohnson/status/1335213750438260736,"Dec 05, 2020"
"A pleasure to speak to Lara at #PPMQs this week. 

Every industry has been affected by COVID, but I know it’s been particularly hard on weddings and the events industry. But I believe with vaccines and advancements in testing we have every reason to hope for next year.",https://t.co/hiK86tEZ2r,http://t.co/hiK86tEZ2r,https://twitter.com/BorisJohnson/status/1335194377262690307,"Dec 05, 2020"
"Great to speak to 6 brilliant and diverse businesses earlier last week.

It’s more important than ever that we recognise the fantastic contribution small businesses make to the UK economy, and that we continue to provide support + protect jobs.",https://t.co/VE5nqKqjMw,http://t.co/VE5nqKqjMw,https://twitter.com/BorisJohnson/status/1335171115254226944,"Dec 05, 2020"
"We’ve set a new target to cut emissions by at least 68% by 2030.

The fight against climate change is a global challenge and the UK is leading by example. 

➡️",https://t.co/D9y3OfTK5H,http://t.co/D9y3OfTK5H,https://twitter.com/BorisJohnson/status/1334804086554767363,"Dec 04, 2020"
"Fantastic to be back taking questions from the public this evening for #PeoplesPMQs

You can watch it back here:",https://t.co/YcIdRpC8cG,http://t.co/YcIdRpC8cG,https://twitter.com/BorisJohnson/status/1334592266627854343,"Dec 03, 2020"
"It’s heartbreaking that this virus has separated us from family and friends. I know it's been tough but your sacrifices have saved lives. 

That's why I am delighted that visitor testing has begun in care homes, enabling people to finally be reunited with loved ones safely.",https://t.co/nTu3257Pru,http://t.co/nTu3257Pru,https://twitter.com/BorisJohnson/status/1334574719819976712,"Dec 03, 2020"
WATCH: I answer your questions at #PeoplesPMQs #PPMQs,https://t.co/u6dFpnudCC,http://t.co/u6dFpnudCC,https://twitter.com/BorisJohnson/status/1334551466699350016,"Dec 03, 2020"
"Deeply saddened to learn that four people have lost their lives in the water works explosion in Avonmouth. Our hearts go out to the victims and their families. 

Thank you to the emergency services who attended the scene.",,,https://twitter.com/BorisJohnson/status/1334546180710297604,"Dec 03, 2020"
"Congratulations to @DrFrostMaths for winning the @TeacherPrize COVID Hero award and for all your hard work transforming maths for millions of children.

I also want to say a big thank you to all the world's teachers for all you have done to support learning during the pandemic.",https://t.co/kCBtNPRSBs,http://t.co/kCBtNPRSBs,https://twitter.com/BorisJohnson/status/1334479078175465473,"Dec 03, 2020"
As President he was an architect of what has now become the G7. My thoughts are with his family and the French people. 4/4,,,https://twitter.com/BorisJohnson/status/1334464379149021185,"Dec 03, 2020"
"Valéry Giscard d'Estaing was a hugely important figure in modernising France, and his legacy is still felt today. 3/4",,,https://twitter.com/BorisJohnson/status/1334464376884092928,"Dec 03, 2020"
"Lors de sa Présidence, il fut aussi l'architecte de ce qui est devenu le G7. J'adresse mes plus sincères condoléances à sa famille, à ses proches et au peuple français. 2/4",,,https://twitter.com/BorisJohnson/status/1334464375265107968,"Dec 03, 2020"
"Valéry Giscard d'Estaing a été un grand modernisateur de la France, dont le travail a marqué les générations suivantes. 1/4",,,https://twitter.com/BorisJohnson/status/1334464373889363971,"Dec 03, 2020"
"On #IDPWD2020, I pay tribute to the extraordinary contribution people living with disabilities make to this country.
 
Next year we will publish the most ambitious disability plan in a generation - so there are no barriers to anyone realising their full potential. #PurpleLightUp",,,https://twitter.com/BorisJohnson/status/1334415569051918336,"Dec 03, 2020"
"The approval of a vaccine is a huge step towards normality, but the rules in your area have not changed. 

Please keep following the restrictions to protect those around you.",https://t.co/pN64L1YITH,http://t.co/pN64L1YITH,https://twitter.com/BorisJohnson/status/1334222630241656840,"Dec 02, 2020"
WATCH LIVE: An update on coronavirus. (2 December 2020),https://t.co/WA0xzemoFU,http://t.co/WA0xzemoFU,https://twitter.com/BorisJohnson/status/1334181211191844865,"Dec 02, 2020"
"Today I am proudly wearing purple to celebrate the International Day for Disabled People, which is tomorrow. 
 
And I know that all of my colleagues will welcome the fantastic news that the MHRA has formally authorised the Pfizer vaccine for COVID-19. #PMQs",https://t.co/WbT3YrgbCv,http://t.co/WbT3YrgbCv,https://twitter.com/BorisJohnson/status/1334130399124082693,"Dec 02, 2020"
It’s the protection of vaccines that will ultimately allow us to reclaim our lives and get the economy moving again. (2/2),,,https://twitter.com/BorisJohnson/status/1334052433807482881,"Dec 02, 2020"
It’s fantastic that @MHRAgovuk has formally authorised the @Pfizer/@BioNTech_Group vaccine for Covid-19. The vaccine will begin to be made available across the UK from next week. (1/2),,,https://twitter.com/BorisJohnson/status/1334052432603729921,"Dec 02, 2020"
RT @pritipatel: The United Kingdom's points-based immigration system is now live.,https://t.co/sUH8VR2t4m,http://t.co/sUH8VR2t4m,https://twitter.com/BorisJohnson/status/1333836957248581637,"Dec 01, 2020"
"Good to be chairing Cabinet this morning. We’re continuing in our efforts to fight the virus, but we must hold out against it. We now have reason to hope that by spring, community testing and vaccines will combine to end this era of restrictions.",https://t.co/EcEoE2MfZs,http://t.co/EcEoE2MfZs,https://twitter.com/BorisJohnson/status/1333750320669876225,"Dec 01, 2020"
"On #WorldAIDSDay we remember those who have died of AIDS and stand with those living with HIV today.

Our aim is to end HIV transmission by 2030 and help better the lives of HIV+ people with quick access to antiretroviral therapies and the roll out of PrEP across the country.",,,https://twitter.com/BorisJohnson/status/1333723564730687491,"Dec 01, 2020"
We're preparing now so we are ready to roll out vaccines as soon as they have gone through all the safety and regulatory checks.,https://t.co/4Kwy9qKEwL,http://t.co/4Kwy9qKEwL,https://twitter.com/BorisJohnson/status/1333510177702744064,"Nov 30, 2020"
"Warmest wishes to the Sikh community commemorating Guru Nanak #Gurpurab – the birth of Guru Nanak Dev Ji, founder of the Sikh faith.

Celebrations sadly won’t be the same this year, but I enormously appreciate the monumental effort you’ve made in helping us to fight this virus.",,,https://twitter.com/BorisJohnson/status/1333444313922080768,"Nov 30, 2020"
A very Happy #StAndrewsDay to those celebrating across the UK and around the world 🏴󠁧󠁢󠁳󠁣󠁴󠁿🇬🇧,https://t.co/7TTj6hzhji,http://t.co/7TTj6hzhji,https://twitter.com/BorisJohnson/status/1333432478330220545,"Nov 30, 2020"
"Colombia has committed to an impressive 51% reduction in carbon emissions by 2030.
 
Together we can build back greener. I welcome President @IvanDuque's leadership & look forward to working together ahead of the Climate Ambition Summit on 12 Dec and @COP26 in Glasgow next year.",,,https://twitter.com/BorisJohnson/status/1332635203043545088,"Nov 28, 2020"
"Earlier I went to @PHE_uk Porton Down to see work on the rapid lateral flow tests that have been used in Liverpool to find asymptomatic coronavirus cases.

We want areas in Tier 3 to think about community testing so that together we can beat the disease.",https://t.co/G6OCycTpig,http://t.co/G6OCycTpig,https://twitter.com/BorisJohnson/status/1332374169930113024,"Nov 27, 2020"
"My thoughts are with my friend @TaylorOBE on the 20th anniversary of the tragic death of his son Damilola Taylor. Whilst we cannot gather in memory today, we can remember that Damilola wanted to make the world a better place to live in & we can work together to make that happen.",https://t.co/IuTMhIbnx8,http://t.co/IuTMhIbnx8,https://twitter.com/BorisJohnson/status/1332357997692149761,"Nov 27, 2020"
"Thank you @narendramodi, great to speak to you. I'm very much looking forward to deepening and strengthening the UK-India relationship in 2021 and beyond! 🇬🇧🇮🇳",https://t.co/DCOczjm0AL,http://t.co/DCOczjm0AL,https://twitter.com/BorisJohnson/status/1332346374235561985,"Nov 27, 2020"
"Hugely promising breakthrough that could transform how we diagnose & treat cancer which still takes too many before their time.

Another example of UK scientific leadership. Thank you to all our brilliant scientists and our NHS who helped make this happen.",https://t.co/skJ61INj6m,http://t.co/skJ61INj6m,https://twitter.com/BorisJohnson/status/1332277668558106625,"Nov 27, 2020"
"Together we have prevented our NHS from being overwhelmed, but those dangers have not gone away. 

If we ease off now, we risk losing control of this virus all over again. The tough measures in our Winter Plan are the best way to avoid this outcome.",https://t.co/7tChvOPN8s,http://t.co/7tChvOPN8s,https://twitter.com/BorisJohnson/status/1332053254356791297,"Nov 26, 2020"
WATCH LIVE: An update on coronavirus (26 November 2020),https://t.co/bvkFBckHfA,http://t.co/bvkFBckHfA,https://twitter.com/BorisJohnson/status/1332006207276658690,"Nov 26, 2020"
"From next Wednesday in England, we are introducing a stronger three tiered system of local measures to push the virus down and see us through winter.

You can find out which tier your area will be in from 2 December here:",https://t.co/mi9eSM366h,http://t.co/mi9eSM366h,https://twitter.com/BorisJohnson/status/1331927757517971462,"Nov 26, 2020"
"RT @RobertJenrick: 📈I’m delighted to announce our latest housebuilding figures, with more than a 𝕢𝕦𝕒𝕣𝕥𝕖𝕣 𝕠𝕗 𝕒 𝕞𝕚𝕝𝕝𝕚𝕠𝕟 new homes completed i…",,,https://twitter.com/BorisJohnson/status/1331917983963295744,"Nov 26, 2020"
"Brilliant news that there are now 14,800 more nurses than this time last year. Nurses are there for us in our time of greatest need, and we are so grateful for all that they do.

We're well on our way to meeting our manifesto commitment of 50,000 more nurses over this Parliament.",,,https://twitter.com/BorisJohnson/status/1331914146762395651,"Nov 26, 2020"
Violence against women is a terrible scourge in societies around the world. The UK is leading efforts to fight this crime at home and abroad - every woman and girl deserves to live without fear.,https://t.co/MvpwB1COkN,http://t.co/MvpwB1COkN,https://twitter.com/BorisJohnson/status/1331661237902512135,"Nov 25, 2020"
"RT @RishiSunak: 1/ Today’s Spending Review delivers on the priorities of the British people.

This thread covers 𝘀𝗼𝗺𝗲 𝗼𝗳 𝘁𝗵𝗲 𝗸𝗲𝘆 𝗮𝗻𝗻𝗼𝘂𝗻𝗰𝗲𝗺𝗲…",,,https://twitter.com/BorisJohnson/status/1331603076655042564,"Nov 25, 2020"
"Monti (aged 8) wrote to me asking if Father Christmas will be able to deliver presents this year 🎅🎁🎄
 
I've had lots of letters about this, so I have spoken with experts and can assure you that Father Christmas will be packing his sleigh and delivering presents this Christmas!",https://t.co/pXwcjHSxZg,http://t.co/pXwcjHSxZg,https://twitter.com/BorisJohnson/status/1331537117084856320,"Nov 25, 2020"
"All four UK nations have agreed that from the 23rd to the 27th of December, you will be able to form a Christmas bubble of no more than three households.",https://t.co/5qLRcLBP8W,http://t.co/5qLRcLBP8W,https://twitter.com/BorisJohnson/status/1331325609721651200,"Nov 24, 2020"
"National restrictions end on 2nd December across England.

But without sensible precautions, we risk the virus escalating over winter.

So we are returning to a tiered approach, applying the toughest measures where the virus is most prevalent.

More here:",https://t.co/KNyBTnoeZa,http://t.co/KNyBTnoeZa,https://twitter.com/BorisJohnson/status/1331205382849572865,"Nov 24, 2020"
"The success of our efforts, which we are already seeing, will come all the faster if we follow the guidance, maintain the basic disciplines that have got us through thus far, and together - we will beat this virus.",https://t.co/KYwqhNIy6b,http://t.co/KYwqhNIy6b,https://twitter.com/BorisJohnson/status/1331190028052074496,"Nov 24, 2020"
"RT @10DowningStreet: When national restrictions end on 2 December we will return to a regional tiered approach in England. 
 
[Tap to expan…",,,https://twitter.com/BorisJohnson/status/1330964192950689793,"Nov 23, 2020"
WATCH LIVE: An update on coronavirus. (23 November 2020),https://t.co/GSm3OiUBJB,http://t.co/GSm3OiUBJB,https://twitter.com/BorisJohnson/status/1330950156624269312,"Nov 23, 2020"
WATCH LIVE: My update to the @HouseOfCommons on our COVID-19 Winter Plan (23 November 2020),https://t.co/SECkmYnWU6,http://t.co/SECkmYnWU6,https://twitter.com/BorisJohnson/status/1330899155624087559,"Nov 23, 2020"
"Great to speak with the team at @UniofOxford & @AstraZeneca this morning to thank them for their brilliant work on the #OxfordVaccine. 
 
These results are incredibly encouraging and a major step forward in our fight against Covid-19.",https://t.co/EUgCCIlIDT,http://t.co/EUgCCIlIDT,https://twitter.com/BorisJohnson/status/1330856190419595270,"Nov 23, 2020"
"Incredibly exciting news the Oxford vaccine has proved so effective in trials. There are still further safety checks ahead, but these are fantastic results. 

Well done to our brilliant scientists at @UniofOxford & @AstraZeneca, and all who volunteered in the trials.",https://t.co/84o8TKhQga,http://t.co/84o8TKhQga,https://twitter.com/BorisJohnson/status/1330779374988259328,"Nov 23, 2020"
"Great to speak with @JustinTrudeau, @mary_ng and @trussliz today to secure a fantastic trade agreement for Britain. 
 
British businesses export everything from electric cars to sparkling wine to Canada, and today’s deal will ensure that trade goes from strength to strength. 🇬🇧🇨🇦",https://t.co/3Ulmva0GLi,http://t.co/3Ulmva0GLi,https://twitter.com/BorisJohnson/status/1330175909769453569,"Nov 21, 2020"
"So proud to be supporting this initiative 
#SignUpToStand here:   

#5050Parliament #AskHerToStand",https://t.co/6EEtdrrGSM,http://t.co/6EEtdrrGSM,https://twitter.com/BorisJohnson/status/1330156129675046919,"Nov 21, 2020"
"As the #G20 meets this weekend, we must recommit to do whatever it takes to overcome the pandemic and protect lives and livelihoods.
 
If we harness the collective ingenuity and resources of the G20, we can chart a path out of the pandemic and build a better, greener future.",,,https://twitter.com/BorisJohnson/status/1330097760822030337,"Nov 21, 2020"
"Hi folks, quick update from me. Still self-isolating and working from my office in Downing St, leading on our response to the pandemic.",https://t.co/jtgLwVCUaU,http://t.co/jtgLwVCUaU,https://twitter.com/BorisJohnson/status/1330074352017149961,"Nov 21, 2020"
"Fantastic news that we've secured satellite network @OneWeb. This strategic investment will drive our space sector and put the UK at the forefront of space tech. A terrific boost to our advanced manufacturing, services and tech industries.",,,https://twitter.com/BorisJohnson/status/1329790115590402050,"Nov 20, 2020"
"Our Armed Forces represent the very best of our country. 

We are ending the era of retreat and strengthening our defence budget with £16.5 billion over the next four years.",https://t.co/SWRzM8Pdhu,http://t.co/SWRzM8Pdhu,https://twitter.com/BorisJohnson/status/1329440796278452225,"Nov 19, 2020"
"RT @GCHQ: The National Cyber Force will transform the UK’s cyber capabilities to disrupt adversaries and keep the country safe.
 
With pers…",,,https://twitter.com/BorisJohnson/status/1329436825618968576,"Nov 19, 2020"
We are investing an extra £16.5 billion to defend our people and way of life 🇬🇧,https://t.co/PFWaV0t4rK,http://t.co/PFWaV0t4rK,https://twitter.com/BorisJohnson/status/1329386411309604871,"Nov 19, 2020"
"The defence of the realm is the first duty of government.
 
We are investing an extra £16.5 billion in defence to end the era of retreat, strengthen our Armed Forces, and extend British influence as a force for good in the world 🇬🇧",https://t.co/SWRzM8Pdhu,http://t.co/SWRzM8Pdhu,https://twitter.com/BorisJohnson/status/1329350474789752833,"Nov 19, 2020"
"Like many organisations, the @HouseOfCommons has adapted well to remote working! 
 
Great to take questions from MPs today at #PMQs 

Image: @UKParliament / Jessica Taylor",https://t.co/s64pe8ex8m,http://t.co/s64pe8ex8m,https://twitter.com/BorisJohnson/status/1329134849496653824,"Nov 18, 2020"
"We are going to drive forward a Green Industrial Revolution, creating hundreds of thousands of green jobs across the country.

Read more about my 10 point plan:",https://t.co/ZnqoHnbzB7,http://t.co/ZnqoHnbzB7,https://twitter.com/BorisJohnson/status/1329121811032895493,"Nov 18, 2020"
"RT @10DowningStreet: Our Ten Point Plan for a Green Industrial Revolution will create and support up to 250,000 jobs.

See below or visit:…",,,https://twitter.com/BorisJohnson/status/1329000802959171587,"Nov 18, 2020"
"Powered by the wind turbines of Scotland and the North East, propelled by electric cars made in the Midlands and advanced by tech developed in Wales, my 10 point plan will drive forward a Green Industrial Revolution, creating jobs across the country.",https://t.co/98ZbUFZzrT,http://t.co/98ZbUFZzrT,https://twitter.com/BorisJohnson/status/1328995962736570371,"Nov 18, 2020"
"RT @10DowningStreet: We’re announcing landmark reforms to improve social housing, giving residents a greater voice.

A new Charter for Soci…",,,https://twitter.com/BorisJohnson/status/1328678152659488769,"Nov 17, 2020"
"Fantastic news that the Vaccine Taskforce has secured an initial agreement for 5 million doses of the Moderna vaccine, in addition to over 350 million doses of other promising vaccine candidates.",,,https://twitter.com/BorisJohnson/status/1328441160092803074,"Nov 16, 2020"
"Hi folks, I’ve been instructed by our NHS Test & Trace scheme to self-isolate for two weeks, after being in contact with someone with Covid-19. 

I’m in good health and have no symptoms, and will continue to lead on our response to the virus & our plans to #BuildBackBetter",https://t.co/yNgIme8lOz,http://t.co/yNgIme8lOz,https://twitter.com/BorisJohnson/status/1328231093359812610,"Nov 16, 2020"
"Today I was notified by NHS Test and Trace that I must self-isolate as I have been in contact with someone who tested positive for COVID-19. 

I have no symptoms, but am following the rules and will be working from No10 as I continue to lead the government’s pandemic response.",,,https://twitter.com/BorisJohnson/status/1328096750473719808,"Nov 15, 2020"
An impressive victory - well done @LewisHamilton! You have made us all so proud 🇬🇧,https://t.co/2NYy3JlN0H,http://t.co/2NYy3JlN0H,https://twitter.com/BorisJohnson/status/1327964443385401345,"Nov 15, 2020"
"Happy #Diwali and #BandiChhorDivas!

I know that this year celebrations will be different, but I am filled with respect for the way British Hindus, Sikhs and Jains have gone out of their way to help others throughout this pandemic.",https://t.co/YhqWpq3JQH,http://t.co/YhqWpq3JQH,https://twitter.com/BorisJohnson/status/1327538300098371584,"Nov 14, 2020"
"I’m delighted that the United Kingdom has now protected more than 4.3 million sq km of the world’s ocean.

With the announcement of Tristan da Cunha’s new Marine Protection Zone, we have helped to protect an area of ocean 17 times the size of the UK.",https://t.co/A02eD5uWkf,http://t.co/A02eD5uWkf,https://twitter.com/BorisJohnson/status/1327189401965891586,"Nov 13, 2020"
So great to see Scotland going forward to the Euros. Massive well done to the whole team 🏴󠁧󠁢󠁳󠁣󠁴󠁿 #SERSCO #Euro2020,,,https://twitter.com/BorisJohnson/status/1327015237250379781,"Nov 12, 2020"
"We're one year out from hosting @COP26 in Glasgow. There is no time to waste and we have to act now to take bold action in the fight against climate change.

I'm looking forward to shortly setting out my ten-point plan to create thousands of green jobs in the UK.",,,https://twitter.com/BorisJohnson/status/1326957674584543234,"Nov 12, 2020"
"Our fantastic Kickstart Scheme has created 19,000 jobs for young people across the UK - from fitness to social care to TV & film.

Young people are our future and we are determined to make sure they can kickstart their careers as we build back better from the pandemic.",https://t.co/l2qvnNbB7w,http://t.co/l2qvnNbB7w,https://twitter.com/BorisJohnson/status/1326825910843154432,"Nov 12, 2020"
We are delivering on the promise we made to the British people to take back control of our borders and implement a fair and firm immigration system.,https://t.co/vsbzfOBWAP,http://t.co/vsbzfOBWAP,https://twitter.com/BorisJohnson/status/1326628694950076420,"Nov 11, 2020"
"I was saddened to hear of the death of Dr Saeb Erekat, and moved by the ceremonies today in Ramallah and Jericho. He dedicated his life to dialogue and advanced the cause of peace and Palestinian rights against the odds. My thoughts are with his family and the Palestinian people.",,,https://twitter.com/BorisJohnson/status/1326592357891006464,"Nov 11, 2020"
We are delivering on the will of the British people by ending free movement and introducing a fair points-based immigration system 🌎 #PMQs,https://t.co/V1PK5UeZ3z,http://t.co/V1PK5UeZ3z,https://twitter.com/BorisJohnson/status/1326512187544842246,"Nov 11, 2020"
"Today we remember all our servicemen and women who made the ultimate sacrifice.

Lest we forget. 

#ArmisticeDay",https://t.co/1l1PkCK8mR,http://t.co/1l1PkCK8mR,https://twitter.com/BorisJohnson/status/1326506533040115712,"Nov 11, 2020"
"RT @10DowningStreet: “They buried him among the kings because he had done good toward God and toward his house.”

Today marks the centenary…",,,https://twitter.com/BorisJohnson/status/1326466604952064000,"Nov 11, 2020"
"I just spoke to @JoeBiden to congratulate him on his election. I look forward to strengthening the partnership between our countries and to working with him on our shared priorities – from tackling climate change, to promoting democracy and building back better from the pandemic.",,,https://twitter.com/BorisJohnson/status/1326206254293913600,"Nov 10, 2020"
Huge thanks to Kate Bingham and the Vaccine Taskforce for all their fantastic work in securing 40 million doses of the @pfizer & @BioNTech_Group vaccine and over 300 million doses of other promising vaccine candidates.,,,https://twitter.com/BorisJohnson/status/1326140220736212993,"Nov 10, 2020"
"RT @10DowningStreet: If you are in need of support, there is help available.

𝗦𝗛𝗔𝗥𝗘 this graphic with family and friends.

Visit the NHS Ev…",,,https://twitter.com/BorisJohnson/status/1325921784772907009,"Nov 09, 2020"
"If and when the @Pfizer & @BioNTech_Group vaccine is approved, we will be ready to start using it.

But the biggest mistake we could make now would be to slacken our resolve at such a critical moment.

We must continue to work together to protect our NHS and save lives.",https://t.co/C4OOjCvtVF,http://t.co/C4OOjCvtVF,https://twitter.com/BorisJohnson/status/1325896659428061184,"Nov 09, 2020"
WATCH LIVE: An update on coronavirus. (9 November 2020),https://t.co/nOsl1W9KsF,http://t.co/nOsl1W9KsF,https://twitter.com/BorisJohnson/status/1325845452625940481,"Nov 09, 2020"
"Today we show that in this time of adversity, no virus can stop us from honouring the memory of the servicemen and women from Britain and the Commonwealth to whom we owe so much. #LestWeForget",https://t.co/0rP6YeQ846,http://t.co/0rP6YeQ846,https://twitter.com/BorisJohnson/status/1325492713580597249,"Nov 08, 2020"
"RT @10DowningStreet: We will remember them.

#LestWeForget",https://t.co/jpTt3FmyzF,http://t.co/jpTt3FmyzF,https://twitter.com/BorisJohnson/status/1325403102900588544,"Nov 08, 2020"
"No virus will stop us from honouring the memory of the servicemen and women who sacrificed their lives for our freedom.
 
Today, as every day, we will remember them.
 
#LestWeForget",https://t.co/PuQz2I8NP8,http://t.co/PuQz2I8NP8,https://twitter.com/BorisJohnson/status/1325364101862789120,"Nov 08, 2020"
"I am deeply saddened by the passing of Rabbi Lord Jonathan Sacks. His leadership had a profound impact on our whole country and across the world. My sincere condolences to his family, friends and the Jewish community. May his memory be a blessing.",,,https://twitter.com/BorisJohnson/status/1325155935245971456,"Nov 07, 2020"
Congratulations @JoeBiden and @KamalaHarris,https://t.co/xrpE99W4c4,http://t.co/xrpE99W4c4,https://twitter.com/BorisJohnson/status/1325133262075940864,"Nov 07, 2020"
Please show your support for the @PoppyLegion  #PoppyAppeal by donating here:,https://t.co/sWm36MYG8C,http://t.co/sWm36MYG8C,https://twitter.com/BorisJohnson/status/1324798914185306112,"Nov 06, 2020"
"Thank you to everyone in Liverpool for the fantastic response to the mass testing pilot and to all those - including our Armed Forces personnel - for helping to make this happen.

It is early days but together we can drive down the virus.",https://t.co/j0cR6bOUn1,http://t.co/j0cR6bOUn1,https://twitter.com/BorisJohnson/status/1324779075148402689,"Nov 06, 2020"
"Thank you to all of our brilliant scientists at @UniOfOxford, @AstraZeneca & across the UK who are working tirelessly to find a vaccine and to all those who have volunteered to take part in a clinical trial. 
 
This government - and the whole country - are backing you 100% 🇬🇧",https://t.co/JB41dmwWOv,http://t.co/JB41dmwWOv,https://twitter.com/BorisJohnson/status/1324702935117422592,"Nov 06, 2020"
"I understand that these measures are tough but they are time-limited. 
 
There is light at the end of the tunnel and we will get through this together.",https://t.co/wp3bqVfnLQ,http://t.co/wp3bqVfnLQ,https://twitter.com/BorisJohnson/status/1324445783350009856,"Nov 05, 2020"
WATCH LIVE: An update on coronavirus (5 November 2020),https://t.co/9fBoVPoYaq,http://t.co/9fBoVPoYaq,https://twitter.com/BorisJohnson/status/1324397544152190977,"Nov 05, 2020"
"RT @10DowningStreet: From today, national restrictions are in force in England.
 
Click below for all you need to know.
 
…",https://t.co/shgz,http://t.co/shgz,https://twitter.com/BorisJohnson/status/1324285782417412097,"Nov 05, 2020"
We now have a system of mass testing - starting in the great city of Liverpool - which I believe will help this country defeat this virus.,https://t.co/4ZqKy0UQdK,http://t.co/4ZqKy0UQdK,https://twitter.com/BorisJohnson/status/1323689829092216832,"Nov 03, 2020"
"Dependent on the pilot’s success, we will aim to distribute millions of these new rapid tests between now and Christmas and allow local communities to drive down transmission in their areas. (3/3)",,,https://twitter.com/BorisJohnson/status/1323602671312490497,"Nov 03, 2020"
"These tests will help identify the many thousands of people in the city who don’t have symptoms, but who can still infect others without knowing. (2/3)",,,https://twitter.com/BorisJohnson/status/1323602670104547330,"Nov 03, 2020"
I want to thank Liverpool’s leaders for volunteering to join the UK’s first city-wide population testing pilot and the people of Liverpool for taking part. (1/3),https://t.co/L5RVyao6hn,http://t.co/L5RVyao6hn,https://twitter.com/BorisJohnson/status/1323602668498096128,"Nov 03, 2020"
I am deeply shocked by the terrible attacks in Vienna tonight. The UK’s thoughts are with the people of Austria - we stand united with you against terror.,,,https://twitter.com/BorisJohnson/status/1323395577200201728,"Nov 02, 2020"
"For the next four weeks I must ask the people of this country to come together, to protect the NHS, and to save lives.",https://t.co/Qv1Lm8ygFj,http://t.co/Qv1Lm8ygFj,https://twitter.com/BorisJohnson/status/1323351169654292487,"Nov 02, 2020"
"10 years on from the historic Lancaster House Treaties, the UK’s defence and security partnership with France is stronger than ever. We are neighbours and natural allies, and together we work every single day to make the world a safer place.",https://t.co/iRFS0w1Dgp,http://t.co/iRFS0w1Dgp,https://twitter.com/BorisJohnson/status/1323309511172608004,"Nov 02, 2020"
RT @10DowningStreet: WATCH LIVE: Prime Minister @BorisJohnson makes a statement on coronavirus in the @HouseOfCommons (2 November 2020) htt…,,,https://twitter.com/BorisJohnson/status/1323286657286754305,"Nov 02, 2020"
"We will get through this - but we must act now to contain the spread of coronavirus.

It is my sincere hope and belief that by taking tough action now, we can allow families across the country to be together.",https://t.co/81yGUSYcB7,http://t.co/81yGUSYcB7,https://twitter.com/BorisJohnson/status/1323225898913566728,"Nov 02, 2020"
"RT @10DowningStreet: From Thursday 5 November until 2 December, you must stay at home.
 
For more information on the new measures watch our…",,,https://twitter.com/BorisJohnson/status/1322653098519777291,"Oct 31, 2020"
"RT @10DowningStreet: National restrictions will apply in England from 5 November until 2 December.
 
You must stay at home, with a limited…",,,https://twitter.com/BorisJohnson/status/1322653046548144129,"Oct 31, 2020"
You can read my full statement with further details on the measures announced today here:  (10/10),https://t.co/ElYLlEpNeY,http://t.co/ElYLlEpNeY,https://twitter.com/BorisJohnson/status/1322643875069087746,"Oct 31, 2020"
"We will get through this - but we must act now to contain the spread of coronavirus. 
 
While Christmas will be very different this year, it is my sincere hope and belief that by taking tough action now, we can allow families across the country to be together. (9/10)",,,https://twitter.com/BorisJohnson/status/1322643873865359366,"Oct 31, 2020"
I want to thank the millions of people who have been putting up with restrictions for so long. I know how difficult this has been for everyone. (8/10),,,https://twitter.com/BorisJohnson/status/1322643872707715084,"Oct 31, 2020"
"These measures will be time-limited, starting next Thursday 5 November. They will end on Wednesday 2 December, when we will seek to ease restrictions on a local and regional basis according to the latest data and trends. (7/10)",,,https://twitter.com/BorisJohnson/status/1322643871482945541,"Oct 31, 2020"
